# Selection : patch(inlet)
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.21425       	-4.970355e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2145        	-4.970115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21475       	-4.970274e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.215         	-4.969942e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21525       	-4.969774e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2155        	-4.969876e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21575       	-4.970139e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.216         	-4.969580e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21625       	-4.969951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2165        	-4.969517e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21675       	-4.969849e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.217         	-4.969297e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21725       	-4.969691e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2175        	-4.969139e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21775       	-4.969468e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.218         	-4.969208e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21825       	-4.968949e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2185        	-4.969044e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21875       	-4.969218e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.219         	-4.968846e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21925       	-4.969133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2195        	-4.968777e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21975       	-4.968656e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22          	-4.968799e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22025       	-4.968763e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2205        	-4.968495e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22075       	-4.968610e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.221         	-4.968386e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22125       	-4.968644e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2215        	-4.968061e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22175       	-4.968662e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.222         	-4.967811e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22225       	-4.968557e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2225        	-4.967744e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22275       	-4.967478e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.223         	-4.968116e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22325       	-4.967657e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2235        	-4.967801e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22375       	-4.967582e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.224         	-4.967900e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22425       	-4.967665e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2245        	-4.967661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22475       	-4.967617e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.225         	-4.967399e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22525       	-4.967606e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2255        	-4.967228e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22575       	-4.967392e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.226         	-4.967126e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22625       	-4.967354e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2265        	-4.967106e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22675       	-4.967027e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.227         	-4.967183e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22725       	-4.967039e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2275        	-4.966617e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22775       	-4.966584e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.228         	-4.967142e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22825       	-4.966722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2285        	-4.966916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22875       	-4.966694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.229         	-4.966778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22925       	-4.966748e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2295        	-4.966339e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22975       	-4.966858e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23          	-4.966198e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23025       	-4.966177e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2305        	-4.966738e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23075       	-4.966085e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.231         	-4.966726e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23125       	-4.965973e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2315        	-4.966438e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23175       	-4.966105e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.232         	-4.966240e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23225       	-4.966292e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2325        	-4.966077e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23275       	-4.965713e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.233         	-4.965791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23325       	-4.965738e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2335        	-4.966286e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23375       	-4.965866e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.234         	-4.966106e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23425       	-4.965958e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2345        	-4.965624e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23475       	-4.966058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.235         	-4.965695e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23525       	-4.965800e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2355        	-4.965427e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23575       	-4.965501e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.236         	-4.965445e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23625       	-4.965900e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2365        	-4.965615e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23675       	-4.965662e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.237         	-4.965650e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23725       	-4.965502e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2375        	-4.965601e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23775       	-4.965545e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.238         	-4.965469e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23825       	-4.965136e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2385        	-4.965479e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23875       	-4.965438e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.239         	-4.965397e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23925       	-4.965018e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2395        	-4.965113e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23975       	-4.965589e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24          	-4.965176e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24025       	-4.965248e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2405        	-4.965103e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24075       	-4.965338e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.241         	-4.964970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24125       	-4.964957e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2415        	-4.965380e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24175       	-4.965001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.242         	-4.965164e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24225       	-4.965134e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2425        	-4.965089e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24275       	-4.964951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.243         	-4.965177e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24325       	-4.964858e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2435        	-4.965048e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24375       	-4.964955e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.244         	-4.964941e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24425       	-4.965044e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2445        	-4.964650e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24475       	-4.964916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.245         	-4.964846e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24525       	-4.964893e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2455        	-4.964853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24575       	-4.964770e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.246         	-4.964592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24625       	-4.964552e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2465        	-4.964945e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24675       	-4.964688e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.247         	-4.964540e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24725       	-4.964830e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2475        	-4.964631e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24775       	-4.964706e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.248         	-4.964640e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24825       	-4.964435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2485        	-4.964480e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24875       	-4.964461e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.249         	-4.964858e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24925       	-4.964609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2495        	-4.964685e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24975       	-4.964614e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25          	-4.964636e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25025       	-4.964603e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2505        	-4.964582e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25075       	-4.964606e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.251         	-4.964625e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25125       	-4.964591e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2515        	-4.964365e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25175       	-4.964010e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.252         	-4.964790e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25225       	-4.964435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2525        	-4.964319e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25275       	-4.964265e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.253         	-4.964248e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25325       	-4.964667e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2535        	-4.964375e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25375       	-4.964592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.254         	-4.964198e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25425       	-4.964587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2545        	-4.964441e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25475       	-4.964354e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.255         	-4.964164e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25525       	-4.964533e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2555        	-4.964357e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25575       	-4.964401e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.256         	-4.964232e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25625       	-4.964180e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2565        	-4.964542e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25675       	-4.964222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.257         	-4.964406e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25725       	-4.964209e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2575        	-4.964404e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25775       	-4.964345e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.258         	-4.964248e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25825       	-4.964000e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2585        	-4.964036e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25875       	-4.964001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.259         	-4.964485e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25925       	-4.964170e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2595        	-4.964279e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25975       	-4.964218e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26          	-4.964187e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26025       	-4.964184e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2605        	-4.964083e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26075       	-4.963856e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.261         	-4.963874e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26125       	-4.963857e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2615        	-4.963826e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26175       	-4.964359e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.262         	-4.963902e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26225       	-4.964141e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2625        	-4.963952e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26275       	-4.964124e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.263         	-4.964001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26325       	-4.964079e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2635        	-4.963962e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26375       	-4.964003e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.264         	-4.963809e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26425       	-4.963673e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2645        	-4.963657e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26475       	-4.963643e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.265         	-4.963630e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26525       	-4.963582e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2655        	-4.964140e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26575       	-4.963665e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.266         	-4.964010e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26625       	-4.963508e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2665        	-4.963864e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26675       	-4.963802e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.267         	-4.963847e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26725       	-4.963600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2675        	-4.963710e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26775       	-4.963636e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.268         	-4.963396e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26825       	-4.963407e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2685        	-4.963358e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26875       	-4.963874e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.269         	-4.963562e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26925       	-4.963600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2695        	-4.963523e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26975       	-4.963540e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27          	-4.963474e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27025       	-4.963707e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2705        	-4.963508e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27075       	-4.963469e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.271         	-4.963435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27125       	-4.963429e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2715        	-4.963407e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27175       	-4.963205e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.272         	-4.963215e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27225       	-4.963164e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2725        	-4.963544e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27275       	-4.963448e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.273         	-4.963362e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27325       	-4.963243e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2735        	-4.963289e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27375       	-4.963216e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.274         	-4.963404e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27425       	-4.963219e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2745        	-4.963351e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27475       	-4.963138e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.275         	-4.963264e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27525       	-4.963197e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2755        	-4.963137e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27575       	-4.963018e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.276         	-4.962869e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27625       	-4.962863e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2765        	-4.962752e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27675       	-4.962779e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.277         	-4.962748e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27725       	-4.963245e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2775        	-4.962757e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27775       	-4.962998e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.278         	-4.962829e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27825       	-4.962709e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2785        	-4.962620e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27875       	-4.962619e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.279         	-4.962535e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27925       	-4.962507e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2795        	-4.963115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27975       	-4.962719e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28          	-4.962795e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28025       	-4.962806e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2805        	-4.962556e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28075       	-4.962812e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.281         	-4.962692e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28125       	-4.962608e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2815        	-4.962522e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28175       	-4.962527e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.282         	-4.962492e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28225       	-4.962219e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2825        	-4.962766e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28275       	-4.962411e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.283         	-4.962513e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28325       	-4.962314e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2835        	-4.962393e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28375       	-4.962297e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.284         	-4.962548e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28425       	-4.962349e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2845        	-4.962293e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28475       	-4.962235e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.285         	-4.962242e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28525       	-4.962225e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2855        	-4.961962e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28575       	-4.961985e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.286         	-4.961958e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28625       	-4.961940e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2865        	-4.962327e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28675       	-4.962016e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.287         	-4.962094e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28725       	-4.962137e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2875        	-4.962017e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28775       	-4.961995e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.288         	-4.962002e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28825       	-4.961821e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2885        	-4.961895e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28875       	-4.961821e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.289         	-4.961614e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28925       	-4.961626e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2895        	-4.961600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28975       	-4.962079e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29          	-4.961708e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29025       	-4.961743e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2905        	-4.961751e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29075       	-4.961599e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.291         	-4.961594e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29125       	-4.961541e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2915        	-4.961664e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29175       	-4.961524e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.292         	-4.961493e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29225       	-4.961483e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2925        	-4.961447e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29275       	-4.961263e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.293         	-4.961685e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29325       	-4.961358e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2935        	-4.961456e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29375       	-4.961412e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.294         	-4.961323e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29425       	-4.961303e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2945        	-4.961293e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29475       	-4.961231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.295         	-4.961356e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29525       	-4.961211e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2955        	-4.961301e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29575       	-4.961198e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.296         	-4.961167e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29625       	-4.961147e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2965        	-4.961128e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29675       	-4.960988e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.297         	-4.960971e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29725       	-4.960960e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2975        	-4.960942e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29775       	-4.960925e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.298         	-4.960907e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29825       	-4.960836e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2985        	-4.960829e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29875       	-4.960818e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.299         	-4.960800e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29925       	-4.960776e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2995        	-4.960761e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
